full_name,ID,player,Contracts
Lonny Baxter,https://basketball.realgm.com/player/Lonny-Baxter/summary/495,http://www.wikidata.org/entity/Q1869647,Unrestricted Free Agent
Charles Smith,https://basketball.realgm.com/player/Charles-Smith/summary/1476,http://www.wikidata.org/entity/Q2256877,Unrestricted Free Agent
Luke Jackson,https://basketball.realgm.com/player/Luke-Jackson/summary/380,http://www.wikidata.org/entity/Q2569684,Unrestricted Free Agent
Adonis Jordan,https://basketball.realgm.com/player/Adonis-Jordan/summary/1479,http://www.wikidata.org/entity/Q3605514,Unrestricted Free Agent
Kosta Perović,https://basketball.realgm.com/player/Kosta-Perović/summary/103,http://www.wikidata.org/entity/Q2288198,Unrestricted Free Agent
Gordan Giriček,https://basketball.realgm.com/player/Gordan-Giriček/summary/991,http://www.wikidata.org/entity/Q2291591,Unrestricted Free Agent
Žan Tabak,https://basketball.realgm.com/player/Žan-Tabak/summary/954,http://www.wikidata.org/entity/Q2011732,Current Team: Trefl Sopot
Rubén Wolkowyski,https://basketball.realgm.com/player/Rubén-Wolkowyski/summary/652,http://www.wikidata.org/entity/Q2287483,Unrestricted Free Agent
Don Kojis,https://basketball.realgm.com/player/Don-Kojis/summary/66327,http://www.wikidata.org/entity/Q2330697,Unrestricted Free Agent
Tyler Honeycutt,https://basketball.realgm.com/player/Tyler-Honeycutt/summary/2376,http://www.wikidata.org/entity/Q2699577,Unrestricted Free Agent
Ognjen Kuzmić,https://basketball.realgm.com/player/Ognjen-Kuzmić/summary/30145,http://www.wikidata.org/entity/Q2700323,Unrestricted Free Agent
Jérôme Moïso,https://basketball.realgm.com/player/Jérôme-Moïso/summary/533,http://www.wikidata.org/entity/Q2630914,Unrestricted Free Agent
Jerome Jordan,https://basketball.realgm.com/player/Jerome-Jordan/summary/2311,http://www.wikidata.org/entity/Q2632351,Unrestricted Free Agent
Samardo Samuels,https://basketball.realgm.com/player/Samardo-Samuels/summary/2173,http://www.wikidata.org/entity/Q2632357,Unrestricted Free Agent
Nicolás Laprovittola,https://basketball.realgm.com/player/Nicolás-Laprovittola/summary/25038,http://www.wikidata.org/entity/Q3876517,Unrestricted Free Agent
Mario Hezonja,https://basketball.realgm.com/player/Mario-Hezonja/summary/24763,http://www.wikidata.org/entity/Q2024753,Unrestricted Free Agent
Bill Wennington,https://basketball.realgm.com/player/Bill-Wennington/summary/1366,http://www.wikidata.org/entity/Q2607807,Unrestricted Free Agent
Paul Westphal,https://basketball.realgm.com/player/Paul-Westphal/summary/64282,http://www.wikidata.org/entity/Q2063085,Unrestricted Free Agent
Kostas Papanikolaou,https://basketball.realgm.com/player/Kostas-Papanikolaou/summary/25005,http://www.wikidata.org/entity/Q2608531,Unrestricted Free Agent
Jacob Pullen,https://basketball.realgm.com/player/Jacob-Pullen/summary/4073,http://www.wikidata.org/entity/Q3805795,Unrestricted Free Agent
Evers Burns,https://basketball.realgm.com/player/Evers-Burns/summary/1573,http://www.wikidata.org/entity/Q3735456,Unrestricted Free Agent
Thanasis Antetokounmpo,https://basketball.realgm.com/player/Thanasis-Antetokounmpo/summary/50244,http://www.wikidata.org/entity/Q8991893,Under Contract (Milwaukee Bucks)
Jerome Beasley,https://basketball.realgm.com/player/Jerome-Beasley/summary/469,http://www.wikidata.org/entity/Q3807993,Unrestricted Free Agent
Ryan Broekhoff,https://basketball.realgm.com/player/Ryan-Broekhoff/summary/15764,http://www.wikidata.org/entity/Q7383906,Unrestricted Free Agent
Sim Bhullar,https://basketball.realgm.com/player/Sim-Bhullar/summary/24708,http://www.wikidata.org/entity/Q7517251,Unrestricted Free Agent
Eugene Jeter,https://basketball.realgm.com/player/Eugene-Jeter/summary/1056,http://www.wikidata.org/entity/Q2720428,Unrestricted Free Agent
Robert Archibald,https://basketball.realgm.com/player/Robert-Archibald/summary/504,http://www.wikidata.org/entity/Q2724864,Unrestricted Free Agent
Dennis Schröder,https://basketball.realgm.com/player/Dennis-Schröder/summary/26503,http://www.wikidata.org/entity/Q10862660,Under Contract (Los Angeles Lakers)
Joe Harris,https://basketball.realgm.com/player/Joe-Harris/summary/23549,http://www.wikidata.org/entity/Q16227291,Under Contract (Brooklyn Nets)
Kevin Pangos,https://basketball.realgm.com/player/Kevin-Pangos/summary/24345,http://www.wikidata.org/entity/Q6397192,Unrestricted Free Agent
Kyle Wiltjer,https://basketball.realgm.com/player/Kyle-Wiltjer/summary/24155,http://www.wikidata.org/entity/Q6451516,Unrestricted Free Agent
Leandro Bolmaro,https://basketball.realgm.com/player/Leandro-Bolmaro/summary/120098,http://www.wikidata.org/entity/Q56025896,Unrestricted Free Agent
Rui Hachimura,https://basketball.realgm.com/player/Rui-Hachimura/summary/72649,http://www.wikidata.org/entity/Q22959347,Under Contract (Los Angeles Lakers)
Marquese Chriss,https://basketball.realgm.com/player/Marquese-Chriss/summary/72600,http://www.wikidata.org/entity/Q23771652,Unrestricted Free Agent
Thon Maker,https://basketball.realgm.com/player/Thon-Maker/summary/42192,http://www.wikidata.org/entity/Q16240120,Unrestricted Free Agent
Patrick McCaw,https://basketball.realgm.com/player/Patrick-McCaw/summary/80940,http://www.wikidata.org/entity/Q24761491,Unrestricted Free Agent
Tyler Ulis,https://basketball.realgm.com/player/Tyler-Ulis/summary/52567,http://www.wikidata.org/entity/Q17038792,Unrestricted Free Agent
Jake Layman,https://basketball.realgm.com/player/Jake-Layman/summary/41248,http://www.wikidata.org/entity/Q20711278,Unrestricted Free Agent
Malcolm Brogdon,https://basketball.realgm.com/player/Malcolm-Brogdon/summary/24209,http://www.wikidata.org/entity/Q17465755,Under Contract (Boston Celtics)
Dakota Mathias,https://basketball.realgm.com/player/Dakota-Mathias/summary/79908,http://www.wikidata.org/entity/Q54861626,Unrestricted Free Agent
Adam Mokoka,https://basketball.realgm.com/player/Adam-Mokoka/summary/75680,http://www.wikidata.org/entity/Q28076255,Unrestricted Free Agent
Anthony Bennett,https://basketball.realgm.com/player/Anthony-Bennett/summary/24660,http://www.wikidata.org/entity/Q4772101,Unrestricted Free Agent
Andrew Wiggins,https://basketball.realgm.com/player/Andrew-Wiggins/summary/24682,http://www.wikidata.org/entity/Q4758911,Under Contract (Golden State Warriors)
Donovan Mitchell,https://basketball.realgm.com/player/Donovan-Mitchell/summary/76937,http://www.wikidata.org/entity/Q30122104,Under Contract (Cleveland Cavaliers)
